delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,302,2,25,space,0.3124004,None,200,1,[2.4514717999845743],[2.4514865999808535],25,2,302,5,3541.239647,,3541.227341,3541.239647,3542.239181,3542.239181,3542.239181,3542.557417,space,0.3124004,None,3542.558775,3543.272773,3543.588062,3543.565278,3543.565866,3543.588062,3543.588062,3543.588062,3546.039994,200,1,[2.4514717999845743],[2.4514865999808535],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,303,3,25,space,405.17725,None,300,1,[2.6178691999521106],[2.617891899892129],25,3,303,11,3546.05472,,3546.040291,3546.05472,3547.055069,3547.055069,3547.055069,3952.247072,space,405.17725,None,3952.24807,3952.963094,3953.294823,3953.265455,3953.266346,3953.294823,3953.294823,3953.294823,3955.91335,300,1,[2.6178691999521106],[2.617891899892129],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,304,4,25,space,0.2858694,None,300,1,[1.9171855000313371],[1.9172010000329465],25,4,304,7,3955.927522,,3955.913769,3955.927522,3956.930442,3956.930442,3956.930442,3957.22871,space,0.2858694,None,3957.229874,3957.645995,3957.977553,3957.959968,3957.960646,3957.977553,3957.977553,3957.977553,3959.895283,300,1,[1.9171855000313371],[1.9172010000329465],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,305,5,25,space,0.3187092,None,100,1,[2.2000779999652877],[2.2000920000718907],25,5,305,1,3959.90937,,3959.895606,3959.90937,3960.909631,3960.909631,3960.909631,3961.242046,space,0.3187092,None,3961.243137,3961.643717,3961.975062,3961.95706,3961.957706,3961.975062,3961.975062,3961.975062,3964.175654,100,1,[2.2000779999652877],[2.2000920000718907],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,306,6,25,space,0.1799545,None,250,1,[2.6990839999634773],[2.6991025999886915],25,6,306,4,3964.191101,,3964.175974,3964.191101,3965.174266,3965.174266,3965.190586,3965.359542,space,0.1799545,None,3965.360717,3965.774751,3966.106437,3966.078704,3966.079297,3966.106437,3966.106437,3966.106437,3968.806028,250,1,[2.6990839999634773],[2.6991025999886915],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,307,7,25,space,0.3268522,None,400,1,[2.3845033000689],[2.3845150000415742],25,7,307,8,3968.821717,,3968.806514,3968.821717,3969.807001,3969.807001,3969.82272,3970.139253,space,0.3268522,None,3970.140227,3970.838341,3971.170289,3971.13799,3971.138681,3971.170289,3971.170289,3971.170289,3973.555139,400,1,[2.3845033000689],[2.3845150000415742],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,308,8,25,space,0.2179671,None,100,1,[2.0523684000363573],[2.0523887999588624],25,8,308,6,3973.569601,,3973.555397,3973.569601,3974.570451,3974.570451,3974.570451,3974.791971,space,0.2179671,None,3974.7934,3974.903518,3975.235915,3975.205913,3975.206565,3975.235915,3975.235915,3975.235915,3977.288893,100,1,[2.0523684000363573],[2.0523887999588624],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,309,9,25,space,0.2869779,None,100,1,[1.8693211000645533],[1.8693359000608325],25,9,309,10,3977.301509,,3977.289263,3977.301509,3978.301855,3978.301855,3978.301855,3978.602201,space,0.2869779,None,3978.603457,3979.002185,3979.316951,3979.29727,3979.298302,3979.316951,3979.316951,3979.316951,3981.186845,100,1,[1.8693211000645533],[1.8693359000608325],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,310,10,25,space,17.2128908,None,400,1,[2.0659732000203803],[2.0659844001056626],25,10,310,2,3981.200346,,3981.187179,3981.200346,3982.200161,3982.200161,3982.200161,3999.425922,space,17.2128908,None,3999.426557,4000.126023,4000.457095,4000.426598,4000.427323,4000.457095,4000.457095,4000.457095,4002.523419,400,1,[2.0659732000203803],[2.0659844001056626],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,311,11,25,space,0.294737,None,100,1,[2.266957900021225],[2.266972800018266],25,11,311,0,4002.541668,,4002.523703,4002.541668,4003.524208,4003.524208,4003.540707,4003.82493,space,0.294737,None,4003.826061,4003.92523,4004.256629,4004.225716,4004.226302,4004.256629,4004.256629,4004.256629,4006.524138,100,1,[2.266957900021225],[2.266972800018266],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,312,0,26,space,14.0435261,None,250,1,[2.4840920000569895],[2.484109799959697],26,0,312,10,4006.53943,,4006.524508,4006.53943,4007.52152,4007.52152,4007.55692,4021.568755,space,14.0435261,None,4021.569892,4021.983495,4022.298111,4022.281466,4022.282309,4022.298111,4022.298111,4022.298111,4024.782979,250,1,[2.4840920000569895],[2.484109799959697],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,313,1,26,space,0.7215505,None,350,1,[2.7669038999592885],[2.7669215999776497],26,1,313,11,4024.797649,,4024.783399,4024.797649,4025.781928,4025.781928,4025.798703,4026.51556,space,0.7215505,None,4026.516966,4027.23117,4027.546336,4027.527396,4027.528342,4027.546336,4027.546336,4027.546336,4030.313807,350,1,[2.7669038999592885],[2.7669215999776497],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,314,2,26,space,6.4110765,None,100,1,[2.0341931000584736],[2.034205700038001],26,2,314,3,4030.329118,,4030.314175,4030.329118,4031.328503,4031.328503,4031.328503,4037.74285,space,6.4110765,None,4037.744097,4037.843298,4038.174685,4038.144407,4038.145053,4038.174685,4038.174685,4038.174685,4040.209285,100,1,[2.0341931000584736],[2.034205700038001],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,315,3,26,space,0.5402126,None,100,1,[2.2847165999701247],[2.284730299958028],26,3,315,7,4040.224461,,4040.209593,4040.224461,4041.225035,4041.225035,4041.225035,4041.775473,space,0.5402126,None,4041.77652,4042.19088,4042.506306,4042.488232,4042.489022,4042.506306,4042.506306,4042.506306,4044.791574,100,1,[2.2847165999701247],[2.284730299958028],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,316,4,26,space,0.4220712,None,300,1,[2.3372637999709696],[2.337277499958873],26,4,316,2,4044.806983,,4044.791908,4044.806983,4045.806679,4045.806679,4045.823264,4046.239429,space,0.4220712,None,4046.240332,4046.955534,4047.270807,4047.253794,4047.254699,4047.270807,4047.270807,4047.270807,4049.6085,300,1,[2.3372637999709696],[2.337277499958873],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,317,5,26,space,385.844045,None,150,1,[4.063893600017764],[4.063904100097716],26,5,317,6,4049.620695,,4049.608837,4049.620695,4050.61981,4050.61981,4050.61981,4436.471604,space,385.844045,None,4436.473114,4436.571443,4436.887075,4436.87194,4436.872405,4436.887075,4436.887075,4436.887075,4440.951302,150,1,[4.063893600017764],[4.063904100097716],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,318,6,26,space,73.4648773,None,150,1,[3.501814299961552],[3.501828799955547],26,6,318,1,4440.968488,,4440.951569,4440.968488,4441.952703,4441.952703,4441.970274,4515.420765,space,73.4648773,None,4515.421866,4515.820772,4516.135382,4516.114409,4516.115056,4516.135382,4516.135382,4516.135382,4519.637672,150,1,[3.501814299961552],[3.501828799955547],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,319,7,26,space,0.7834058,None,300,1,[2.0015578999882564],[2.0015699999639764],26,7,319,5,4519.651645,,4519.638028,4519.651645,4520.651339,4520.651339,4520.651339,4521.451307,space,0.7834058,None,4521.45215,4522.15198,4522.466774,4522.454555,4522.454993,4522.466774,4522.466774,4522.466774,4524.468802,300,1,[2.0015578999882564],[2.0015699999639764],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,320,8,26,space,0.292379,None,200,1,[2.5507476000348106],[2.5507661000592634],26,8,320,0,4524.482533,,4524.469113,4524.482533,4525.482124,4525.482124,4525.482124,4525.783375,space,0.292379,None,4525.783998,4525.898451,4526.214769,4526.198557,4526.199204,4526.214769,4526.214769,4526.214769,4528.765958,200,1,[2.5507476000348106],[2.5507661000592634],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,321,9,26,space,0.1269351,None,220,1,[2.6859234999865294],[2.685941700008698],26,9,321,8,4528.78063,,4528.766346,4528.78063,4529.78003,4529.78003,4529.78003,4529.91369,space,0.1269351,None,4529.914544,4530.614017,4530.928134,4530.915014,4530.915934,4530.928134,4530.928134,4530.928134,4533.614589,220,1,[2.6859234999865294],[2.685941700008698],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,322,10,26,space,0.3643799,None,100,1,[2.185676100081764],[2.1856869000475854],26,10,322,9,4533.62894,,4533.615039,4533.62894,4534.629495,4534.629495,4534.629495,4534.997188,space,0.3643799,None,4534.998232,4535.111403,4535.426148,4535.407442,4535.407862,4535.426148,4535.426148,4535.426148,4537.612136,100,1,[2.185676100081764],[2.1856869000475854],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,323,11,26,space,0.5766805,None,120,1,[2.367412499967031],[2.367422700044699],26,11,323,4,4537.627373,,4537.612393,4537.627373,4538.629093,4538.629093,4538.629093,4539.210808,space,0.5766805,None,4539.21201,4539.626138,4539.941549,4539.928187,4539.928803,4539.941549,4539.941549,4539.941549,4542.309297,120,1,[2.367412499967031],[2.367422700044699],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,324,0,27,space,0.2884138,None,300,1,[2.0040641999803483],[2.004084999905899],27,0,324,5,4542.324641,,4542.309551,4542.324641,4543.309126,4543.309126,4543.326273,4543.609055,space,0.2884138,None,4543.610123,4544.323712,4544.639016,4544.623801,4544.624728,4544.639016,4544.639016,4544.639016,4546.643698,300,1,[2.0040641999803483],[2.004084999905899],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,325,1,27,space,0.7865449,None,200,1,[2.368640000000596],[2.3686485999496654],27,1,325,0,4546.656952,,4546.644156,4546.656952,4547.657359,4547.657359,4547.673243,4548.457081,space,0.7865449,None,4548.458088,4548.556277,4548.870862,4548.857497,4548.858065,4548.870862,4548.870862,4548.870862,4551.2398,200,1,[2.368640000000596],[2.3686485999496654],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,326,2,27,space,0.3191199,None,400,1,[2.2167607001028955],[2.216770200058818],27,2,326,4,4551.254089,,4551.240033,4551.254089,4552.255319,4552.255319,4552.255319,4552.589298,space,0.3191199,None,4552.590439,4553.004568,4553.336417,4553.306685,4553.307248,4553.336417,4553.336417,4553.336417,4555.55355,400,1,[2.2167607001028955],[2.216770200058818],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,327,3,27,space,0.3125757,None,500,1,[1.7360018000472337],[1.7360163000412285],27,3,327,2,4555.569432,,4555.553854,4555.569432,4556.55218,4556.55218,4556.56846,4556.870346,space,0.3125757,None,4556.871737,4557.584803,4557.900066,4557.887526,4557.888023,4557.900066,4557.900066,4557.900066,4559.636491,500,1,[1.7360018000472337],[1.7360163000412285],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,328,4,27,space,0.5512558,None,300,1,[2.2493796999333426],[2.2493965999456123],27,4,328,9,4559.650975,,4559.636876,4559.650975,4560.650644,4560.650644,4560.650644,4561.218654,space,0.5512558,None,4561.219764,4561.319152,4561.65026,4561.632323,4561.63345,4561.65026,4561.65026,4561.65026,4563.900132,300,1,[2.2493796999333426],[2.2493965999456123],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,329,5,27,space,0.3301673,None,300,1,[2.200114900013432],[2.20012549997773],27,5,329,7,4563.918274,,4563.900496,4563.918274,4564.898687,4564.898687,4564.933375,4565.23375,space,0.3301673,None,4565.235024,4565.633709,4565.963686,4565.936768,4565.937407,4565.963686,4565.963686,4565.963686,4568.164195,300,1,[2.200114900013432],[2.20012549997773],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,330,6,27,space,0.3054171,None,250,1,[5.650615299935453],[5.650640399893746],27,6,330,1,4568.180239,,4568.164486,4568.180239,4569.163691,4569.163691,4569.181092,4569.481208,space,0.3054171,None,4569.483595,4569.880714,4570.195728,4570.177557,4570.17859,4570.195728,4570.195728,4570.195728,4575.847033,250,1,[5.650615299935453],[5.650640399893746],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,331,7,27,space,0.775057,None,200,1,[1.8179494999349117],[1.817964999936521],27,7,331,10,4575.860289,,4575.847576,4575.860289,4576.861078,4576.861078,4576.861078,4577.644327,space,0.775057,None,4577.645469,4578.043795,4578.35797,4578.342047,4578.342807,4578.35797,4578.35797,4578.35797,4580.176394,200,1,[1.8179494999349117],[1.817964999936521],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,332,8,27,space,1.0482256,None,400,1,[2.0172128999838606],[2.017227299977094],27,8,332,8,4580.191724,,4580.17676,4580.191724,4581.175996,4581.175996,4581.190842,4582.226904,space,1.0482256,None,4582.228086,4582.941245,4583.25643,4583.236313,4583.236926,4583.25643,4583.25643,4583.25643,4585.274081,400,1,[2.0172128999838606],[2.017227299977094],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,333,9,27,space,0.5240694,None,150,1,[2.7696241999510676],[2.769637899938971],27,9,333,3,4585.290253,,4585.274431,4585.290253,4586.27272,4586.27272,4586.289857,4586.80746,space,0.5240694,None,4586.808929,4586.906644,4587.220928,4587.207956,4587.208498,4587.220928,4587.220928,4587.220928,4589.99107,150,1,[2.7696241999510676],[2.769637899938971],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,334,10,27,space,0.3319275,None,500,1,[2.2511245000641793],[2.2511378000490367],27,10,334,11,4590.004248,,4589.991419,4590.004248,4591.003645,4591.003645,4591.003645,4591.340469,space,0.3319275,None,4591.341573,4592.053586,4592.368677,4592.347723,4592.348296,4592.368677,4592.368677,4592.368677,4594.62026,500,1,[2.2511245000641793],[2.2511378000490367],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,335,11,27,space,0.356823,None,200,1,[1.9837962999008596],[1.9838207999709994],27,11,335,6,4594.636085,,4594.620603,4594.636085,4595.619601,4595.619601,4595.635962,4595.987482,space,0.356823,None,4595.988641,4596.103226,4596.435483,4596.407205,4596.407777,4596.435483,4596.435483,4596.435483,4598.420024,200,1,[1.9837962999008596],[1.9838207999709994],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,336,0,28,space,0.3274785,None,400,1,[1.9673577999928966],[1.9673767000203952],28,0,336,4,4598.433762,,4598.420493,4598.433762,4599.433846,4599.433846,4599.433846,4599.767666,space,0.3274785,None,4599.768737,4600.167236,4600.482328,4600.467252,4600.467844,4600.482328,4600.482328,4600.482328,4602.450253,400,1,[1.9673577999928966],[1.9673767000203952],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,337,1,28,space,0.3911727,None,300,1,[1.9509536999976262],[1.950969299999997],28,1,337,7,4602.466191,,4602.450723,4602.466191,4603.467065,4603.467065,4603.467065,4603.866673,space,0.3911727,None,4603.867685,4604.281354,4604.597085,4604.573781,4604.574291,4604.597085,4604.597085,4604.597085,4606.54856,300,1,[1.9509536999976262],[1.950969299999997],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,338,2,28,space,0.3266639,None,120,1,[2.267794100102037],[2.267809300101362],28,2,338,9,4606.564432,,4606.548927,4606.564432,4607.547743,4607.547743,4607.564413,4607.88055,space,0.3266639,None,4607.88183,4607.980629,4608.295682,4608.276958,4608.277811,4608.295682,4608.295682,4608.295682,4610.564081,120,1,[2.267794100102037],[2.267809300101362],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,339,3,28,space,0.4269,None,150,1,[4.8817650999408215],[4.881779699935578],28,3,339,3,4610.578331,,4610.564413,4610.578331,4611.578353,4611.578353,4611.578353,4612.012808,space,0.4269,None,4612.01404,4612.113092,4612.428115,4612.408156,4612.408894,4612.428115,4612.428115,4612.428115,4617.310423,150,1,[4.8817650999408215],[4.881779699935578],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,340,4,28,space,7.3312136,None,100,1,[1.9680062999250367],[1.9680191999068484],28,4,340,6,4617.326239,,4617.310799,4617.326239,4618.309235,4618.309235,4618.326852,4625.641129,space,7.3312136,None,4625.64211,4625.756316,4626.087663,4626.058203,4626.058785,4626.087663,4626.087663,4626.087663,4628.056142,100,1,[1.9680062999250367],[1.9680191999068484],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,341,5,28,space,16.6883757,None,150,1,[2.850733899977058],[2.8507439999375492],28,5,341,8,4628.071463,,4628.056488,4628.071463,4629.071598,4629.071598,4629.071598,4645.765074,space,16.6883757,None,4645.766351,4646.465225,4646.796208,4646.766722,4646.767345,4646.796208,4646.796208,4646.796208,4649.64727,150,1,[2.850733899977058],[2.8507439999375492],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,342,6,28,space,0.5542494,None,400,1,[2.267718099988997],[2.267732899985276],28,6,342,5,4649.661607,,4649.647508,4649.661607,4650.662213,4650.662213,4650.662213,4651.23059,space,0.5542494,None,4651.231663,4651.945418,4652.276492,4652.246179,4652.24692,4652.276492,4652.276492,4652.276492,4654.544686,400,1,[2.267718099988997],[2.267732899985276],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,343,7,28,space,0.3961354,None,300,1,[2.1846584000159055],[2.184674400021322],28,7,343,2,4654.559414,,4654.545032,4654.559414,4655.559457,4655.559457,4655.559457,4655.961079,space,0.3961354,None,4655.962085,4656.67538,4656.990568,4656.975343,4656.975788,4656.990568,4656.990568,4656.990568,4659.175742,300,1,[2.1846584000159055],[2.184674400021322],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,344,8,28,space,0.2902617,None,600,1,[7.948253999929875],[7.948271199944429],28,8,344,11,4659.190883,,4659.176136,4659.190883,4660.175725,4660.175725,4660.19109,4660.475653,space,0.2902617,None,4660.476742,4661.190575,4661.505982,4661.488858,4661.490243,4661.505982,4661.505982,4661.505982,4669.454744,600,1,[7.948253999929875],[7.948271199944429],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,1000,exp,345,9,28,space,0.3410124,None,200,1,[2.2335512000136077],[2.233562499983236],28,9,345,10,4669.470062,,4669.455132,4669.470062,4670.470086,4670.470086,4670.470086,4670.821848,space,0.3410124,None,4670.823136,4671.236407,4671.568461,4671.534568,4671.535425,4671.568461,4671.568461,4671.568461,4673.802398,200,1,[2.2335512000136077],[2.233562499983236],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,400,unexp,346,10,28,space,120.6247422,None,100,1,[2.333153699990362],[2.3331645999569446],28,10,346,0,4673.818464,,4673.802724,4673.818464,4674.817249,4674.817249,4674.817249,4795.450854,space,120.6247422,None,4795.452444,4795.550144,4795.864994,4795.848859,4795.849502,4795.864994,4795.864994,4795.864994,4798.198545,100,1,[2.333153699990362],[2.3331645999569446],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.4,400,unexp,347,11,28,space,0.3319259,None,300,1,[1.834184900042601],[1.8342005000449717],28,11,347,1,4798.214261,,4798.198886,4798.214261,4799.198498,4799.198498,4799.214856,4799.532455,space,0.3319259,None,4799.533786,4799.932413,4800.279695,4800.247101,4800.247926,4800.279695,4800.279695,4800.279695,4802.114354,300,1,[1.834184900042601],[1.8342005000449717],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.1,1000,exp,348,0,29,space,0.2647449,None,150,1,[2.9673027999233454],[2.9673208999447525],29,0,348,3,4802.129762,,4802.114728,4802.129762,4803.129781,4803.129781,4803.129781,4803.396426,space,0.2647449,None,4803.397318,4803.495596,4803.811178,4803.795925,4803.796757,4803.811178,4803.811178,4803.811178,4806.77897,150,1,[2.9673027999233454],[2.9673208999447525],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,349,1,29,space,0.2996932,None,100,1,[2.6168007000815123],[2.6168233000207692],29,1,349,5,4806.794192,,4806.779331,4806.794192,4807.77883,4807.77883,4807.795444,4808.094118,space,0.2996932,None,4808.094975,4808.794695,4809.126055,4809.09627,4809.096829,4809.126055,4809.126055,4809.126055,4811.743954,100,1,[2.6168007000815123],[2.6168233000207692],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,400,unexp,350,2,29,space,0.3225333,None,500,1,[1.8166216000681743],[1.8166348000522703],29,2,350,2,4811.758591,,4811.744348,4811.758591,4812.744219,4812.744219,4812.760211,4813.076493,space,0.3225333,None,4813.077566,4813.792736,4814.123669,4814.093935,4814.094584,4814.123669,4814.123669,4814.123669,4815.940715,500,1,[1.8166216000681743],[1.8166348000522703],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
0.7,1000,exp,351,3,29,space,0.3150003,None,300,1,[2.0174971000524238],[2.0175133000593632],29,3,351,11,4815.957367,,4815.940979,4815.957367,4816.940835,4816.940835,4816.958178,4817.259711,space,0.3150003,None,4817.260912,4817.974191,4818.288289,4818.274188,4818.27476,4818.288289,4818.288289,4818.288289,4820.306342,300,1,[2.0174971000524238],[2.0175133000593632],paricipant 1,1,2025-11-11_19h03.31.385,intentional binding,,2025.1.1,59.70780197,2025-11-11 19h03.44.965161 +0530,,,,,,,,,,,,,,,,,,,
